696 1272 2158 1028 3255 3298 2037
2141 1973 1328 522 2174 3335 480
1816 1799 2358 1863 1269 1574 269
1100 1808 2839 3780 1256 2023 1230
2101 326 2985 2515 732 905 3013
3698 635 367 1345 1626 1415 1462
2170 2996 54 338 1378 2450 2061
1660 1495 2339 3403 3803 1230 2190
878 2234 1854 2873 289 3790 1424
1603 2608 1087 1729 1447 2677 3849
1837 2877 671 1531 2614 1949 3991
1259 2528 2041 867 2721 129 70
1650 3815 2083 686 1638 273 1645
1059 2913 1984 560 1881 3283 1249
3687 995 2352 2799 2456 494 936
151 1539 388 234 741 1776 1996
77 1421 1094 3918 3787 3306 3220
3941 1534 3031 3346 3003 1336 762
1378 3124 1506 1611 3130 1842 2780
1816 440 8 3658 239 2039 1727
2634 1523 1931 2956 3914 74 486
1796 3301 338 2109 2583 3169 2832
160 1115 429 3656 3392 185 3729
135 612 2736 3441 2027 3604 1841
361 1470 3862 3124 956 3209 317
3855 2003 2628 1451 946 3886 2660
907 3025 1160 3651 2963 3376 760
619 3882 3222 2036 675 2819 868
3052 3136 2037 1878 2743 2952 3524
3804 1518 1461 1168 3364 3293 190
522 1355 2027 2533 3651 3634 3041
258 1071 2380 1840 1719 2827 2892
2131 1108 3921 1744 944 1427 616
3062 568 2287 1885 2341 3896 3393
6 3970 1177 1939 7 852 279
3753 575 928 1415 3563 1962 2645
2205 1382 2360 884 1315 2017 740
619 1819 2799 385 2187 1962 3299
1499 514 3800 3346 1989 3816 3050
3743 1398 3193 3919 1861 2864 3562
2780 1011 985 778 2447 3058 943
3095 509 450 407 1534 1836 1404
2257 956 1385 1511 717 914 3483
753 2621 1866 2248 617 3234 891
2221 3935 1993 376 1697 1846 2857
2773 3912 3706 1146 1563 2419 2088
1462 3462 74 3341 2972 906 2463
491 2563 908 107 1142 2408 2089
1012 317 2565 2843 482 734 288
517 2205 427 3348 3407 1681 3282
469 339 3249 553 2848 2254 1209
2769 1387 3381 2959 3581 2981 1409
1206 2646 207 3087 3361 2056 671
1448 1349 2207 2218 3913 1717 603
171 2041 1858 2096 3298 3524 2319
3338 690 911 55 2151 3816 3297
1504 3457 48 163 2905 2970 3835
68 2610 2085 2123 2081 3574 1723
1980 1622 3079 3927 2745 2793 27
187 2446 1860 1312 2263 1456 524
3715 182 3270 2987 1095 1321 1796
1123 1265 3037 88 2906 2928 828
224 3082 3442 2779 2699 2070 3026
3055 3934 3723 379 2163 421 3829
930 343 1989 1107 2643 279 1361
852 3272 3417 1493 3733 1858 382
3143 2818 205 1465 1610 890 123
332 2194 1494 1058 3172 2553 2651
2982 231 964 1008 1158 2853 861
3733 2812 3003 312 981 749 1343
884 2025 1856 2049 2818 3146 717
181 373 1729 201 340 2361 1095
628 3162 2188 816 1734 2183 2268
1531 780 406 3049 1241 3700 3521
2536 509 1350 3485 1694 849 3935
1632 3544 3841 2031 3479 1470 317
886 3390 3817 3412 1612 19 217
1470 3717 778 775 858 1560 2861
2625 2959 2780 2786 3743 2045 2153
1650 2240 1608 3657 104 3371 2705
1874 3787 3840 1637 1425 3755 741
481 141 2260 3368 1866 2551 712
271 465 1748 1637 3570 2156 2037
1722 859 3285 3548 314 1673 3484
1053 1614 1417 2638 836 891 2080
1748 2823 627 2057 1985 999 3446
1028 3907 2250 1052 117 945 1436
1174 1082 1737 2417 3918 2034 1431
1403 2766 3390 922 3307 161 433
729 2172 3051 2878 2249 1860 1169
1092 25 361 1876 3146 151 867
769 2973 3337 759 3181 1092 660
2767 2562 823 2558 1103 2745 2004
1323 1623 2701 2368 1839 881 1975
606 1995 3813 3683 1018 1161 3404
20 1017 2334 3162 3368 3936 468
437 3785 2393 1577 2270 1338 1948
1964 2461 2258 3386 2673 2103 3431
1877 3595 719 2699 906 2183 3111
48 3625 646 3593 1636 893 2225
3190 721 2928 2500 3183 229 1453
3924 1727 948 2366 768 1292 325
2712 3012 2493 3713 2574 508 3794
3840 1228 1375 249 2497 2978 377
3889 2949 2291 879 1195 3556 3993
323 1331 3413 1561 1409 506 429
1096 1399 1371 116 2263 1478 2448
36 3307 1041 1601 850 3998 140
3068 245 2191 1944 2003 729 2016
215 3622 2451 518 975 1732 138
180 690 3673 1309 900 3845 3221
433 2133 1099 2079 3524 3903 1842
3857 2811 3117 1323 2105 2988 817
775 3498 3164 3516 2148 1821 1454
1080 657 1168 500 2919 1449 548
3019 3067 930 161 2578 1215 2708
1613 2699 234 436 3597 596 770
1009 1465 3027 1038 980 3658 2095
2060 1926 3584 2723 2625 1343 3513
2291 210 1727 197 2258 3651 1573
1109 899 479 333 1648 3190 3892
802 2386 468 1600 1782 3258 2889
1019 3236 1399 2499 2524 1975 1860
29 2381 1965 2817 1595 3380 218
2915 678 1458 2624 2986 1693 3685
2386 3068 830 2109 1408 1635 1539
1457 698 2529 3261 2622 320 3235
2749 549 856 754 1857 3187 1850
3051 514 371 1832 8 2271 3863
2239 3049 3124 3346 739 1738 2648
3798 2469 1428 2514 1872 2909 1143
3668 2842 3568 745 897 1340 3083
3445 2906 1926 3433 2674 338 3191
3333 3352 2147 774 2720 1270 943
3581 3198 3750 3073 248 3822 2451
1732 1033 3593 3115 2615 2026 625
1624 2015 2758 1323 948 3724 993
150 770 2034 895 1978 352 612
2454 2379 2970 1419 1425 251 2742
243 3824 268 1475 2921 1609 65
554 762 36 2789 2150 277 2739
2294 492 2591 1978 1252 1826 3977
547 3812 1882 1365 3191 2651 1495
21 1200 2591 3448 1381 624 1153
1939 2375 1341 3895 2238 278 1408
3985 3213 2145 976 2266 1174 1199
3917 1937 312 646 559 442 1829
2663 2905 2918 2589 846 2936 3834
3675 2210 1254 3311 3291 2148 740
1113 1466 971 2231 1513 3335 1561
881 368 1811 851 3010 1376 2343
2470 2486 3288 1284 1740 342 2658
2918 2687 2928 1640 2981 2368 1705
1560 3412 1229 3616 2530 1745 3443
1315 787 2275 2338 981 528 89
2400 3006 1703 3331 1787 1492 3890
3918 1898 1778 2270 1574 3941 3889
2026 3124 2541 3324 860 2015 1289
3073 861 3210 3593 3212 911 2825
1807 97 292 1509 2622 3988 2111
3272 3140 2522 2327 2291 1329 147
3887 3546 516 2706 3350 1283 1776
695 1461 3775 1005 255 1674 3357
3001 3767 1843 1203 686 695 165
1872 2987 935 3098 3520 1831 3030
3981 239 1645 957 1369 2174 1131
2951 440 633 1531 412 3002 1865
2488 1058 332 2359 2758 2065 655
665 3908 366 1160 1476 2507 1062
2326 1727 915 3670 728 1480 3724
2868 2997 3208 3533 261 3873 643
1623 1143 720 2782 1822 3041 3561
932 3284 3970 466 2787 2512 1453
1304 1069 3312 1567 1112 2360 1449
2525 2937 3010 3283 1554 86 2963
717 3848 2839 2797 1130 1911 3586
852 1746 136 3891 1432 368 3441
3121 3053 1710 1921 742 1116 810
1143 532 3997 2291 2868 2086 3589
2275 1289 3014 403 2903 3377 1120
2879 652 2937 684 1976 3973 2962
2026 600 1425 3667 1835 2905 2015
3963 1424 2102 1743 3028 3552 3555
2090 1048 254 2291 1175 1495 2459
3499 786 2350 3897 3843 1192 1816
1145 2329 1636 3856 3558 1727 1361
3952 1487 258 2324 1296 3700 3300
483 444 915 1609 2742 3595 2975
1881 3746 106 141 2060 1569 1790
675 3082 1670 1493 1054 247 36
1322 405 2946 17 848 3886 128
2785 466 214 1055 3656 1366 1748
935 3290 3600 2601 665 3190 2705
3505 2963 3297 2799 1511 2800 902
1689 2141 3440 2697 674 80 561
452 803 1449 1720 3471 2368 3604
2845 551 3409 290 1179 596 3271
3052 926 693 392 3244 90 2973
1377 2086 2338 1924 2414 2972 2546
2448 562 2043 1180 10 2927 2751
2780 2324 2872 2025 2296 3522 1201
141 279 1414 795 851 1 488
1837 1865 3945 3751 1766 1067 494
1358 925 3279 2080 2745 486 678
3025 3148 1247 3622 1866 3184 2385
3497 1614 489 3237 3903 349 2641
810 3308 2126 3238 1106 1918 2731
1649 627 1575 3180 3030 1748 2492
3756 3715 2461 48 3101 2850 3313
332 1590 1600 2456 2800 3290 2650
757 1999 1841 3967 977 3515 2842
2976 2659 3509 3438 1925 2257 1371
2469 1330 1165 3974 337 958 66
1074 2072 3373 3730 720 2293 2853
21 2638 2120 2410 3499 799 2409
2342 524 1326 11 2310 1231 1480
933 27 393 3911 884 470 2942
1640 2134 3296 2451 1993 505 1823
465 3882 2260 1098 94 2322 767
941 674 3397 1619 2289 2641 697
2928 1575 969 296 754 921 1432
1818 374 2560 3339 185 1028 3575
2891 1185 3580 3907 2150 1858 3492
2075 288 1795 961 150 2099 900
2787 470 3967 2215 3690 1366 2223
1105 68 3297 1324 2559 3454 2455
